time,seconds_elapsed,dBFS
1773200186999000000,78.426,-23
1773200187110000000,78.53700024414063,-25
1773200187221000000,78.648,-17
1773200187332000000,78.759,-20
1773200187445000000,78.872,-22
1773200187555000000,78.982,-23
1773200187664000000,79.091,-19
1773200187776000000,79.203,-19
1773200187887000000,79.314,-22
1773200187998000000,79.42500024414062,-24
1773200188110000000,79.53700024414063,-23
1773200188221000000,79.648,-16
1773200188333000000,79.76,-18
1773200188444000000,79.871,-24
1773200188553000000,79.98,-20
1773200188664000000,80.091,-21
1773200188776000000,80.203,-23
1773200188886000000,80.31300024414062,-21
1773200188997000000,80.424,-17
1773200189109000000,80.536,-21
1773200189220000000,80.647,-22
1773200189332000000,80.759,-20
1773200189443000000,80.87,-23
1773200189553000000,80.98,-23
1773200189665000000,81.092,-24
1773200189776000000,81.203,-22
1773200189888000000,81.315,-21
1773200189997000000,81.424,-22
1773200190109000000,81.536,-18
1773200190220000000,81.647,-16
1773200190330000000,81.75699975585937,-19
1773200190442000000,81.86899975585938,-22
1773200190553000000,81.98,-25
1773200190665000000,82.092,-23
1773200190775000000,82.202,-22
1773200190886000000,82.31300024414062,-16
1773200190997000000,82.424,-20
1773200191109000000,82.536,-22
1773200191220000000,82.647,-20
1773200191330000000,82.75699975585937,-21
1773200191442000000,82.86899975585938,-19
1773200191552000000,82.979,-25
1773200191663000000,83.09,-18
1773200191775000000,83.202,-20
1773200191885000000,83.312,-23
1773200192000000000,83.427,-8
1773200192107000000,83.534,-18
1773200192218000000,83.64499975585937,-9
1773200192330000000,83.75699975585937,-17
1773200192442000000,83.86899975585938,-23
1773200192552000000,83.979,-25
1773200192663000000,84.09,-25
1773200192773000000,84.2,-21
1773200192884000000,84.311,-22
1773200192997000000,84.424,-30
1773200193107000000,84.534,-23
1773200193218000000,84.64499975585937,-24
1773200193329000000,84.756,-27
1773200193441000000,84.868,-24
1773200193551000000,84.978,-20
1773200193663000000,85.09,-21
1773200193774000000,85.20100024414063,-24
1773200193884000000,85.311,-23
1773200193996000000,85.423,-20
1773200194107000000,85.534,-22
1773200194218000000,85.64499975585937,-20
1773200194330000000,85.75699975585937,-19
1773200194441000000,85.868,-17
1773200194551000000,85.978,-20
1773200194661000000,86.088,-17
1773200194774000000,86.20100024414063,-26
1773200194884000000,86.311,-18
1773200194997000000,86.424,-20
1773200195107000000,86.534,-19
1773200195217000000,86.644,-22
1773200195329000000,86.756,-21
1773200195440000000,86.867,-20
1773200195551000000,86.978,-22
1773200195662000000,87.08900024414062,-19
1773200195773000000,87.2,-21
1773200195885000000,87.312,-20
1773200195995000000,87.422,-22
1773200196106000000,87.53299975585938,-20
1773200196217000000,87.644,-19
1773200196328000000,87.755,-24
1773200196440000000,87.867,-23
1773200196551000000,87.978,-22
1773200196662000000,88.08900024414062,-25
1773200196773000000,88.2,-25
1773200196884000000,88.311,-22
1773200196995000000,88.422,-23
1773200197107000000,88.534,-19
1773200197217000000,88.644,-22
1773200197328000000,88.755,-20
1773200197439000000,88.866,-19
1773200197550000000,88.97700024414063,-20
1773200197662000000,89.08900024414062,-19
1773200197772000000,89.199,-21
1773200197883000000,89.31,-21
1773200197995000000,89.422,-24
1773200198106000000,89.53299975585938,-19
1773200198216000000,89.643,-21
1773200198327000000,89.754,-23
1773200198439000000,89.866,-19
1773200198550000000,89.97700024414063,-23
1773200198661000000,90.088,-25
1773200198770000000,90.19699975585938,-24
1773200198883000000,90.31,-18
1773200198994000000,90.42099975585937,-26
1773200199105000000,90.532,-20
1773200199217000000,90.644,-24
1773200199327000000,90.754,-22
1773200199439000000,90.866,-25
1773200199550000000,90.97700024414063,-20
1773200199660000000,91.087,-19
1773200199771000000,91.198,-21
1773200199882000000,91.30899975585938,-21
1773200199994000000,91.42099975585937,-21
1773200200104000000,91.531,-18
1773200200215000000,91.642,-24
1773200200326000000,91.75300024414062,-20
1773200200438000000,91.86500024414063,-18
1773200200549000000,91.976,-27
1773200200660000000,92.087,-23
1773200200770000000,92.19699975585938,-23
1773200200882000000,92.30899975585938,-23
1773200200993000000,92.42,-20
1773200201105000000,92.532,-22
1773200201215000000,92.642,-24
1773200201325000000,92.752,-22
1773200201437000000,92.864,-26
1773200201549000000,92.976,-25
1773200201660000000,93.087,-23
1773200201770000000,93.19699975585938,-22
1773200201882000000,93.30899975585938,-22
1773200201993000000,93.42,-24
1773200202103000000,93.53,-21
1773200202215000000,93.642,-23
1773200202332000000,93.759,-25
1773200202436000000,93.863,-17
1773200202548000000,93.975,-24
1773200202658000000,94.08499975585937,-29
1773200202770000000,94.19699975585938,-23
1773200202881000000,94.308,-19
1773200202992000000,94.419,-24
1773200203105000000,94.532,-26
1773200203215000000,94.642,-22
1773200203325000000,94.752,-26
1773200203437000000,94.864,-25
1773200203551000000,94.978,-27
1773200203659000000,95.086,-25
1773200203770000000,95.19699975585938,-28
1773200203884000000,95.311,-25
1773200203992000000,95.419,-26
1773200204105000000,95.532,-25
1773200204213000000,95.64,-23
1773200204323000000,95.75,-21
1773200204436000000,95.863,-26
1773200204547000000,95.974,-25
1773200204658000000,96.08499975585937,-24
1773200204770000000,96.19699975585938,-20
1773200204880000000,96.307,-23
1773200204991000000,96.418,-25
1773200205103000000,96.53,-23
1773200205213000000,96.64,-18
1773200205325000000,96.752,-25
1773200205439000000,96.866,-21
1773200205545000000,96.972,-20
1773200205659000000,97.086,-20
1773200205769000000,97.196,-22
1773200205880000000,97.307,-19
1773200205992000000,97.419,-23
1773200206102000000,97.52900024414062,-19
1773200206214000000,97.64100024414063,-28
1773200206324000000,97.751,-28
1773200206436000000,97.863,-25
1773200206546000000,97.97299975585938,-27
1773200206658000000,98.08499975585937,-27
1773200206768000000,98.195,-28
1773200206880000000,98.307,-28
1773200206991000000,98.418,-29
1773200207102000000,98.52900024414062,-27
1773200207212000000,98.639,-24
1773200207323000000,98.75,-22
1773200207435000000,98.862,-25
1773200207545000000,98.972,-21
1773200207659000000,99.086,-24
1773200207768000000,99.195,-21
1773200207879000000,99.306,-19
1773200207990000000,99.41700024414062,-17
1773200208102000000,99.52900024414062,-28
1773200208214000000,99.64100024414063,-27
1773200208323000000,99.75,-27
1773200208433000000,99.86,-27
1773200208545000000,99.972,-24
1773200208657000000,100.084,-22
1773200208769000000,100.196,-24
1773200208878000000,100.30500024414063,-25
1773200208990000000,100.41700024414062,-24
