time,seconds_elapsed,dBFS
1773231969411000000,22.001,-46
1773231969521000000,22.111,-38
1773231969633000000,22.223,-40
1773231969744000000,22.334,-36
1773231969855000000,22.445,-46
1773231969965000000,22.555,-38
1773231970077000000,22.667,-39
1773231970188000000,22.778,-32
1773231970299000000,22.889,-45
1773231970410000000,22.999999755859374,-41
1773231970521000000,23.111,-37
1773231970633000000,23.223,-37
1773231970743000000,23.333,-34
1773231970854000000,23.444000244140625,-36
1773231970965000000,23.555,-35
1773231971076000000,23.666,-29
1773231971186000000,23.775999755859374,-35
1773231971298000000,23.887999755859376,-26
1773231971409000000,23.999,-38
1773231971520000000,24.11,-31
1773231971631000000,24.221,-23
1773231971743000000,24.333,-27
1773231971855000000,24.445,-25
1773231971964000000,24.554,-33
1773231972079000000,24.669,-6
1773231972192000000,24.782,-14
1773231972297000000,24.887,-20
1773231972409000000,24.999,-39
1773231972519000000,25.109,-41
1773231972630000000,25.220000244140625,-38
1773231972742000000,25.332000244140627,-32
1773231972853000000,25.443,-41
1773231972964000000,25.554,-35
1773231973075000000,25.665,-37
1773231973186000000,25.775999755859374,-37
1773231973297000000,25.887,-42
1773231973409000000,25.999,-40
1773231973521000000,26.111,-36
1773231973630000000,26.220000244140625,-34
1773231973742000000,26.332000244140627,-34
1773231973853000000,26.443,-33
1773231973964000000,26.554,-36
1773231974075000000,26.665,-37
1773231974188000000,26.778,-33
1773231974299000000,26.889,-31
1773231974408000000,26.998,-33
1773231974520000000,27.11,-34
1773231974630000000,27.220000244140625,-34
1773231974742000000,27.332000244140627,-30
1773231974853000000,27.443,-36
1773231974964000000,27.554,-34
1773231975075000000,27.665,-35
1773231975186000000,27.775999755859374,-32
1773231975297000000,27.887,-37
1773231975408000000,27.998,-33
1773231975522000000,28.111999755859376,-37
1773231975630000000,28.220000244140625,-32
1773231975741000000,28.331,-35
1773231975854000000,28.444000244140625,-31
1773231975964000000,28.554,-34
1773231976074000000,28.663999755859376,-21
1773231976186000000,28.775999755859374,-29
